UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rad/s],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
5486,L52665,0,302.6,312.1,140.74335088082273,51.0,206,0,0,0,0,0,0
5487,L52666,0,302.6,312.2,159.17402778188284,43.0,208,0,0,0,0,0,0
5488,M20347,1,302.6,312.1,168.7035254977719,39.9,210,0,0,0,0,0,0
5489,L52668,0,302.7,312.2,151.84364492350664,52.1,213,1,0,0,0,1,0
5491,L52670,0,302.6,312.1,134.87904459412178,68.5,0,1,0,0,1,0,0
5492,M20351,1,302.7,312.2,141.3716694115407,58.6,2,0,0,0,0,0,0
5493,M20352,1,302.9,312.4,139.69615332962613,50.9,5,0,0,0,0,0,0
5494,L52673,0,302.8,312.4,144.09438304465183,57.1,8,0,0,0,0,0,0
5495,L52674,0,302.8,312.4,143.25662500369455,49.5,10,0,0,0,0,0,0
5497,M20356,1,302.9,312.5,201.4808088502254,24.0,17,0,0,0,0,0,0
5498,M20357,1,302.9,312.5,162.42034019059233,40.0,20,0,0,0,0,0,0
5499,M20358,1,302.9,312.5,199.28169399271255,21.2,23,0,0,0,0,0,0
5500,H34913,2,302.9,312.3,148.3878930045579,48.7,26,0,0,0,0,0,0
5501,L52680,0,302.7,312.1,167.6563279465753,35.2,31,0,0,0,0,0,0
5502,L52681,0,302.7,312.1,161.58258214963502,37.5,33,0,0,0,0,0,0
5503,L52682,0,302.6,312.1,150.6917276171904,52.3,35,0,0,0,0,0,0
5504,H34917,2,302.6,312.0,173.52063423327624,29.3,37,0,0,0,0,0,0
5505,L52684,0,302.8,312.2,152.68140296446393,51.0,42,0,0,0,0,0,0
5506,L52685,0,302.8,312.2,182.84069243892597,27.4,44,0,0,0,0,0,0
5507,L52686,0,302.9,312.2,175.61502933566945,30.5,46,0,0,0,0,0,0
5508,L52687,0,302.8,312.1,159.17402778188284,39.9,48,0,0,0,0,0,0
5509,L52688,0,302.9,312.2,143.1519052485749,55.1,50,0,0,0,0,0,0
5511,L52690,0,302.8,312.1,148.49261275967757,51.4,54,0,0,0,0,0,0
5512,L52691,0,302.8,312.1,205.04128052429382,20.3,56,0,0,0,0,0,0
5513,L52692,0,302.8,312.2,176.13862811126774,30.9,58,0,0,0,0,0,0
5514,M20373,1,302.8,312.2,152.053084433746,50.3,60,0,0,0,0,0,0
5515,L52694,0,302.7,312.0,191.42771235873806,24.0,63,0,0,0,0,0,0
5516,H34929,2,302.7,312.0,155.4041165975751,41.5,65,0,0,0,0,0,0
5517,L52696,0,302.6,312.0,175.30087007031045,32.2,70,0,0,0,0,0,0
5518,L52697,0,302.6,311.9,151.63420541326735,49.5,72,0,0,0,0,0,0
5519,M20378,1,302.5,311.8,211.8480646070717,19.1,74,0,0,0,0,0,0
5520,L52699,0,302.5,311.9,152.053084433746,47.4,77,0,0,0,0,0,0
5521,M20380,1,302.6,312.0,156.66075365901102,45.0,79,0,0,0,0,0,0
5522,L52701,0,302.6,311.9,146.2934979021647,46.9,82,0,0,0,0,0,0
5523,L52702,0,302.6,311.9,152.15780418886564,39.1,84,0,0,0,0,0,0
5524,M20383,1,302.5,311.9,159.59290680236148,34.8,86,0,0,0,0,0,0
5525,L52704,0,302.6,311.9,171.00736011040442,30.9,89,0,0,0,0,0,0
5526,M20385,1,302.6,312.0,142.73302622809626,45.7,91,0,0,0,0,0,0
5527,L52706,0,302.5,311.9,159.17402778188284,44.9,94,0,0,0,0,0,0
5528,M20387,1,302.5,311.9,160.43066484331877,38.8,96,0,0,0,0,0,0
5529,L52708,0,302.4,311.8,144.93214108560912,50.9,99,0,0,0,0,0,0
5530,M20389,1,302.4,311.8,161.16370312915637,39.9,101,0,0,0,0,0,0
5531,M20390,1,302.3,311.8,141.89526818713898,50.1,104,0,0,0,0,0,0
5532,M20391,1,302.3,311.7,157.4985116999683,37.3,107,0,0,0,0,0,0
5533,L52712,0,302.4,311.8,154.5663585566178,46.6,110,0,0,0,0,0,0
5534,L52713,0,302.4,311.7,180.22269856093448,26.9,112,0,0,0,0,0,0
5535,M20394,1,302.3,311.7,156.4513141487717,37.1,114,0,0,0,0,0,0
5536,L52715,0,302.3,311.7,153.41444125030156,43.5,117,0,0,0,0,0,0
5538,L52717,0,302.4,311.8,172.57815643719928,30.0,122,0,0,0,0,0,0
5539,M20398,1,302.3,311.8,196.7684198698407,23.0,124,0,0,0,0,0,0
5540,H34953,2,302.3,311.7,155.19467708733578,39.0,127,0,0,0,0,0,0
5541,L52720,0,302.4,311.8,156.34659439365205,38.4,132,0,0,0,0,0,0
5542,L52721,0,302.4,311.8,150.06340908647243,42.2,134,0,0,0,0,0,0
5543,L52722,0,302.3,311.7,146.60765716752366,41.6,136,0,0,0,0,0,0
5544,L52723,0,302.4,311.8,131.423292675173,59.0,138,0,0,0,0,0,0
5545,L52724,0,302.2,311.7,154.04275978101953,45.6,140,0,0,0,0,0,0
5546,H34959,2,302.2,311.6,142.1047076973783,44.2,142,0,0,0,0,0,0
5547,L52726,0,302.3,311.7,152.15780418886564,41.2,147,0,0,0,0,0,0
5548,M20407,1,302.3,311.7,161.26842288427605,28.9,149,0,0,0,0,0,0
5549,L52728,0,302.3,311.8,168.07520696705393,35.2,152,0,0,0,0,0,0
5550,H34963,2,302.3,311.9,143.8849435344125,52.4,154,0,0,0,0,0,0
5551,M20410,1,302.3,311.9,157.91739072044692,42.3,159,0,0,0,0,0,0
5552,H34965,2,302.4,311.9,143.04718549345526,47.3,162,0,0,0,0,0,0
5553,H34966,2,302.5,312.0,165.35249333394276,35.7,167,0,0,0,0,0,0
5555,M20414,1,302.5,312.0,159.2787475370025,40.2,174,0,0,0,0,0,0
5556,L52735,0,302.5,312.0,147.75957447383993,44.2,177,0,0,0,0,0,0
5557,H34970,2,302.5,312.0,142.1047076973783,42.0,179,0,0,0,0,0,0
5558,M20417,1,302.5,312.0,150.37756835183143,43.5,184,0,0,0,0,0,0
5559,L52738,0,302.5,311.9,162.62977970083162,40.1,187,0,0,0,0,0,0
5560,M20419,1,302.5,312.0,151.94836467862632,43.2,189,0,0,0,0,0,0
5561,L52740,0,302.4,311.9,161.3731426393957,37.9,192,0,0,0,0,0,0
5562,M20421,1,302.3,311.7,140.42919161546376,46.3,194,0,0,0,0,0,0
5563,L52742,0,302.3,311.7,172.57815643719928,32.1,197,0,0,0,0,0,0
5564,M20423,1,302.3,311.7,171.74039839624203,31.5,199,0,0,0,0,0,0
5565,L52744,0,302.4,311.8,148.28317324943825,46.1,202,0,0,0,0,0,0
5566,L52745,0,302.4,311.9,174.98671080495149,29.9,204,0,0,0,0,0,0
5567,L52746,0,302.4,312.0,152.57668320934428,45.5,206,0,0,0,0,0,0
5568,M20427,1,302.5,312.0,151.32004614790836,54.8,0,0,0,0,0,0,0
5569,L52748,0,302.5,312.1,160.6401043535581,38.6,3,0,0,0,0,0,0
5570,L52749,0,302.4,312.0,157.91739072044692,36.9,5,0,0,0,0,0,0
5571,M20430,1,302.4,312.1,156.24187463853238,47.7,7,0,0,0,0,0,0
5572,L52751,0,302.4,312.0,163.57225749690858,37.9,10,0,0,0,0,0,0
5573,L52752,0,302.4,312.0,161.79202165987437,36.4,12,0,0,0,0,0,0
5574,L52753,0,302.5,312.2,182.0029343979687,25.3,14,0,0,0,0,0,0
5575,L52754,0,302.4,312.0,136.659280431156,49.1,16,0,0,0,0,0,0
5576,H34989,2,302.4,312.0,154.67107831173746,39.7,18,0,0,0,0,0,0
5577,H34990,2,302.4,312.0,152.57668320934428,43.4,23,0,0,0,0,0,0
5578,L52757,0,302.4,312.1,152.36724369910496,40.4,28,0,0,0,0,0,0
5579,L52758,0,302.5,312.2,164.82889455834447,38.7,30,0,0,0,0,0,0
5580,L52759,0,302.6,312.2,177.4999849278233,27.1,32,0,0,0,0,0,0
5581,M20440,1,302.6,312.2,152.68140296446393,38.8,34,0,0,0,0,0,0
5582,M20441,1,302.5,312.1,152.26252394398531,47.6,37,0,0,0,0,0,0
5583,L52762,0,302.5,312.0,214.88493750554187,18.9,40,0,0,0,0,0,0
5584,L52763,0,302.5,312.0,175.19615031519078,29.9,42,0,0,0,0,0,0
5585,L52764,0,302.4,311.9,165.24777357882311,29.9,44,0,0,0,0,0,0
5586,M20445,1,302.5,312.0,171.94983790648132,29.1,46,0,0,0,0,0,0
5587,M20446,1,302.4,311.8,163.04865872131026,31.5,49,0,0,0,0,0,0
5588,L52767,0,302.5,311.9,155.08995733221613,42.9,52,0,0,0,0,0,0
5589,M20448,1,302.5,311.8,163.9911365173872,37.6,54,0,0,0,0,0,0
5590,M20449,1,302.5,311.9,135.92624214531838,57.5,57,0,0,0,0,0,0
5591,M20450,1,302.5,311.9,140.3244718603441,59.4,60,0,0,0,0,0,0
5592,L52771,0,302.5,312.0,164.82889455834447,33.8,63,0,0,0,0,0,0
5593,L52772,0,302.5,311.9,150.4822881069511,46.7,65,0,0,0,0,0,0
5594,L52773,0,302.6,311.9,141.79054843201934,48.0,67,0,0,0,0,0,0
5595,L52774,0,302.6,311.9,167.3421686812163,35.5,69,0,0,0,0,0,0
5596,M20455,1,302.7,312.0,203.5752039526186,21.4,71,0,0,0,0,0,0
5597,M20456,1,302.7,312.0,161.05898337403673,36.7,74,0,0,0,0,0,0
5598,L52777,0,302.7,312.0,157.1843524346093,37.0,77,0,0,0,0,0,0
5599,L52778,0,302.8,312.1,150.90116712742974,52.1,79,0,0,0,0,0,0
5600,M20459,1,302.7,312.0,172.99703545767795,31.0,81,0,0,0,0,0,0
5601,L52780,0,302.8,312.1,155.7182758629341,36.6,84,0,0,0,0,0,0
5602,L52781,0,302.9,312.2,168.07520696705393,33.9,86,0,0,0,0,0,0
5603,L52782,0,302.9,312.1,139.69615332962613,54.7,88,0,0,0,0,0,0
5604,L52783,0,302.9,312.2,140.3244718603441,57.8,90,0,0,0,0,0,0
5605,L52784,0,302.9,312.2,158.44098949604523,37.8,92,0,0,0,0,0,0
5606,L52785,0,302.9,312.2,158.12683023068624,41.4,94,0,0,0,0,0,0
5607,L52786,0,302.9,312.2,181.06045660189176,23.6,96,0,0,0,0,0,0
5608,M20467,1,302.9,312.2,182.7359726838063,25.5,98,0,0,0,0,0,0
5609,M20468,1,303.1,312.3,169.9601625592078,31.6,101,0,0,0,0,0,0
5610,M20469,1,303.1,312.4,144.30382255489116,50.1,104,0,0,0,0,0,0
5611,L52790,0,303.1,312.4,147.3406954533613,41.2,107,0,0,0,0,0,0
5612,M20471,1,303.0,312.3,175.30087007031045,29.5,109,0,0,0,0,0,0
5613,L52792,0,303.0,312.3,155.61355610781442,42.4,112,0,0,0,0,0,0
5614,M20473,1,303.0,312.3,155.29939684245542,38.8,114,0,0,0,0,0,0
5615,H35028,2,303.0,312.2,170.06488231432746,28.8,117,0,0,0,0,0,0
5616,M20475,1,303.0,312.2,131.63273218541232,71.3,122,1,0,0,1,0,0
5617,L52796,0,303.0,312.3,154.98523757709646,41.4,125,0,0,0,0,0,0
5618,L52797,0,303.1,312.4,147.02653618800232,61.5,127,1,0,0,1,0,0
5619,M20478,1,303.0,312.4,172.26399717184032,29.6,129,0,0,0,0,0,0
5620,L52799,0,303.0,312.3,202.31856689118268,21.9,132,0,0,0,0,0,0
5621,L52800,0,303.0,312.3,160.5353845984384,38.5,134,0,0,0,0,0,0
5622,M20481,1,302.9,312.2,135.29792361460042,54.4,136,0,0,0,0,0,0
5623,L52802,0,302.9,312.2,164.51473529298548,40.6,139,0,0,0,0,0,0
5624,L52803,0,302.9,312.3,165.24777357882311,36.3,141,0,0,0,0,0,0
5625,M20484,1,302.8,312.2,153.83332027078018,36.9,143,0,0,0,0,0,0
5626,L52805,0,302.7,312.1,180.95573684677208,24.4,146,0,0,0,0,0,0
5627,H35040,2,302.7,312.1,167.8657674568146,32.5,148,0,0,0,0,0,0
5628,L52807,0,302.7,312.1,167.23744892609665,39.8,153,0,0,0,0,0,0
5629,L52808,0,302.7,312.1,176.7669466419857,32.0,155,0,0,0,0,0,0
5630,L52809,0,302.7,312.2,147.131255943122,51.4,157,0,0,0,0,0,0
5631,M20490,1,302.8,312.2,169.1224045182505,32.9,159,0,0,0,0,0,0
5632,L52811,0,302.8,312.2,158.65042900628455,36.8,162,0,0,0,0,0,0
5633,L52812,0,302.7,312.2,144.09438304465183,52.8,164,0,0,0,0,0,0
5634,L52813,0,302.7,312.2,151.52948565814768,47.5,166,0,0,0,0,0,0
5635,M20494,1,302.6,312.2,141.68582867689966,56.5,168,0,0,0,0,0,0
5636,L52815,0,302.6,312.1,157.28907218972896,47.3,171,0,0,0,0,0,0
5637,L52816,0,302.6,312.0,151.52948565814768,45.5,173,0,0,0,0,0,0
5638,M20497,1,302.5,312.0,155.7182758629341,46.1,175,0,0,0,0,0,0
5639,L52818,0,302.6,312.1,159.0693080267632,38.1,178,0,0,0,0,0,0
5641,L52820,0,302.6,312.1,148.70205226991686,51.6,182,0,0,0,0,0,0
5642,L52821,0,302.6,312.1,154.25219929125885,37.3,184,0,0,0,0,0,0
5643,L52822,0,302.5,312.0,156.55603390389135,38.8,186,0,0,0,0,0,0
5644,L52823,0,302.5,312.0,164.82889455834447,42.0,188,0,0,0,0,0,0
5645,L52824,0,302.5,312.0,144.82742133048947,51.3,190,0,0,0,0,0,0
5646,M20505,1,302.5,312.0,166.60913039537868,29.4,192,0,0,0,0,0,0
5647,M20506,1,302.4,311.8,172.15927741672067,37.2,195,0,0,0,0,0,0
5648,H35061,2,302.5,311.8,248.18581963359364,14.7,198,0,0,0,0,0,0
5649,L52828,0,302.5,311.9,146.71237692264333,44.9,203,0,0,0,0,0,0
5650,M20509,1,302.5,311.9,148.0737337391989,51.6,205,0,0,0,0,0,0
5651,L52830,0,302.5,312.0,152.47196345422464,46.3,208,0,0,0,0,0,0
5652,M20511,1,302.5,312.0,151.52948565814768,45.7,210,0,0,0,0,0,0
5653,L52832,0,302.4,311.8,180.85101709165244,26.5,213,0,0,0,0,0,0
5654,L52833,0,302.4,311.7,156.55603390389135,36.8,215,0,0,0,0,0,0
5655,L52834,0,302.3,311.6,161.6873019047547,34.3,0,0,0,0,0,0,0
5656,L52835,0,302.3,311.5,145.24630035096808,47.3,2,0,0,0,0,0,0
5657,M20516,1,302.3,311.5,137.81119773747227,47.2,4,0,0,0,0,0,0
5658,L52837,0,302.3,311.5,187.8672406846696,26.1,7,0,0,0,0,0,0
5659,M20518,1,302.2,311.4,143.67550402417322,55.1,9,0,0,0,0,0,0
5660,M20519,1,302.3,311.5,175.30087007031045,30.0,12,0,0,0,0,0,0
5661,L52840,0,302.2,311.4,154.67107831173746,41.7,15,0,0,0,0,0,0
5662,L52841,0,302.2,311.4,146.2934979021647,53.0,17,0,0,0,0,0,0
5663,L52842,0,302.2,311.5,169.22712427337018,34.0,19,0,0,0,0,0,0
5664,M20523,1,302.3,311.5,160.22122533307945,42.3,21,0,0,0,0,0,0
5665,M20524,1,302.2,311.4,161.16370312915637,35.1,24,0,0,0,0,0,0
5666,L52845,0,302.3,311.4,193.20794819577227,21.9,27,0,0,0,0,0,0
5667,L52846,0,302.2,311.4,149.7492498211135,43.1,29,0,0,0,0,0,0
5668,L52847,0,302.2,311.4,217.8170906488923,19.2,31,0,0,0,0,0,0
5669,M20528,1,302.2,311.4,149.9586893313528,45.3,33,0,0,0,0,0,0
5670,M20529,1,302.2,311.5,154.8805178219768,39.5,36,0,0,0,0,0,0
5671,L52850,0,302.2,311.5,149.12093129039553,45.2,39,0,0,0,0,0,0
5672,H35085,2,302.2,311.6,160.6401043535581,37.2,41,0,0,0,0,0,0
5673,H35086,2,302.1,311.6,178.12830345854127,26.2,46,0,0,0,0,0,0
5674,L52853,0,302.2,311.6,153.1002819849426,50.0,51,0,0,0,0,0,0
5675,M20534,1,302.2,311.7,145.87461888168605,42.5,53,0,0,0,0,0,0
5676,M20535,1,302.3,311.7,152.15780418886564,42.5,56,0,0,0,0,0,0
5677,L52856,0,302.3,311.8,163.88641676226752,37.8,59,0,0,0,0,0,0
5678,L52857,0,302.3,311.8,134.14600630828417,51.7,61,0,0,0,0,0,0
5679,M20538,1,302.2,311.7,165.87609210954108,36.2,63,0,0,0,0,0,0
5680,M20539,1,302.2,311.7,153.5191610054212,49.0,66,0,0,0,0,0,0
5681,M20540,1,302.2,311.6,145.14158059584844,50.5,69,0,0,0,0,0,0
5682,L52861,0,302.2,311.6,144.82742133048947,44.3,72,0,0,0,0,0,0
5683,H35096,2,302.3,311.6,150.90116712742974,53.9,74,0,0,0,0,0,0
5684,M20543,1,302.2,311.6,166.71385015049836,37.7,79,0,0,0,0,0,0
5685,H35098,2,302.2,311.6,166.92328966073768,36.8,82,0,0,0,0,0,0
5686,L52865,0,302.2,311.5,155.19467708733578,45.6,87,0,0,0,0,0,0
5687,L52866,0,302.2,311.6,173.62535398839591,31.4,89,0,0,0,0,0,0
5688,L52867,0,302.3,311.7,227.2418686096617,18.2,91,0,0,0,0,0,0
5689,M20548,1,302.3,311.7,149.01621153527586,44.6,93,0,0,0,0,0,0
5690,L52869,0,302.4,311.8,161.58258214963502,31.1,96,0,0,0,0,0,0
5691,L52870,0,302.3,311.8,150.27284859671178,44.8,98,0,0,0,0,0,0
5692,L52871,0,302.4,311.8,138.23007675795088,56.4,100,0,0,0,0,0,0
5693,M20552,1,302.4,311.9,137.49703847211327,55.7,102,0,0,0,0,0,0
5694,M20553,1,302.4,311.8,152.15780418886564,42.1,105,0,0,0,0,0,0
5695,L52874,0,302.4,311.8,157.91739072044692,45.7,108,0,0,0,0,0,0
5696,L52875,0,302.4,311.8,151.94836467862632,42.0,110,0,0,0,0,0,0
5697,H35110,2,302.5,311.9,167.02800941585735,34.6,112,0,0,0,0,0,0
5698,L52877,0,302.5,311.9,141.79054843201934,49.4,117,0,0,0,0,0,0
5699,L52878,0,302.5,311.9,132.4704902263696,59.8,119,0,0,0,0,0,0
5700,L52879,0,302.4,311.9,195.5117828084048,25.9,121,0,0,0,0,0,0
5701,L52880,0,302.5,311.9,156.76547341413067,41.6,123,0,0,0,0,0,0
5702,M20561,1,302.5,311.9,141.05751014618173,54.3,125,0,0,0,0,0,0
5703,L52882,0,302.3,311.7,161.6873019047547,43.2,128,0,0,0,0,0,0
5704,H35117,2,302.3,311.7,152.47196345422464,45.4,130,0,0,0,0,0,0
5705,L52884,0,302.5,311.8,139.8008730847458,52.7,135,0,0,0,0,0,0
5706,L52885,0,302.4,311.9,152.053084433746,43.1,137,0,0,0,0,0,0
5707,L52886,0,302.4,311.9,135.0884841043611,70.0,139,1,0,0,1,0,0
5708,L52887,0,302.4,311.8,151.63420541326735,43.4,141,0,0,0,0,0,0
5709,L52888,0,302.3,311.7,168.7035254977719,38.6,143,0,0,0,0,0,0
5710,L52889,0,302.2,311.7,162.94393896619061,38.6,145,0,0,0,0,0,0
5711,H35124,2,302.2,311.7,147.96901398407925,46.5,147,0,0,0,0,0,0
5712,L52891,0,302.2,311.6,161.79202165987437,35.9,152,0,0,0,0,0,0
5713,L52892,0,302.2,311.7,139.2772743091475,54.6,154,0,0,0,0,0,0
5714,L52893,0,302.2,311.9,167.13272917097697,38.0,156,0,0,0,0,0,0
5715,L52894,0,302.2,311.8,169.4365637836095,36.0,158,0,0,0,0,0,0
5716,H35129,2,302.2,311.9,167.23744892609665,35.8,160,0,0,0,0,0,0
5717,L52896,0,302.3,312.0,141.79054843201934,52.2,165,0,0,0,0,0,0
5718,L52897,0,302.3,312.0,182.84069243892597,28.1,167,0,0,0,0,0,0
5719,L52898,0,302.4,312.0,169.7507230489685,32.5,169,0,0,0,0,0,0
5720,L52899,0,302.3,312.0,146.39821765728436,43.3,171,0,0,0,0,0,0
5721,L52900,0,302.3,311.9,150.1681288415921,51.9,173,0,0,0,0,0,0
5722,M20581,1,302.3,311.8,151.11060663766906,43.4,175,0,0,0,0,0,0
5723,L52902,0,302.2,311.7,155.8229956180537,44.6,178,0,0,0,0,0,0
5724,M20583,1,302.3,311.8,154.46163880149817,48.0,180,0,0,0,0,0,0
5725,L52904,0,302.3,311.8,150.06340908647243,50.3,183,0,0,0,0,0,0
5726,M20585,1,302.3,311.8,163.04865872131026,34.1,185,0,0,0,0,0,0
5727,M20586,1,302.4,311.9,146.39821765728436,50.1,188,0,0,0,0,0,0
5728,M20587,1,302.3,311.8,163.25809823154958,34.4,191,0,0,0,0,0,0
5729,M20588,1,302.4,311.9,148.91149178015618,46.4,194,0,0,0,0,0,0
5730,M20589,1,302.3,311.8,153.20500174006224,35.7,197,0,0,0,0,0,0
5731,L52910,0,302.3,311.7,187.76252092954996,25.3,200,0,0,0,0,0,0
5732,L52911,0,302.2,311.6,196.0353815840031,20.4,202,0,0,0,0,0,0
5733,L52912,0,302.2,311.7,147.86429422895958,44.5,204,0,0,0,0,0,0
5734,L52913,0,302.3,311.8,155.7182758629341,43.2,206,0,0,0,0,0,0
5735,L52914,0,302.3,311.8,143.36134475881423,56.2,208,1,0,0,0,1,0
5736,L52915,0,302.4,311.8,175.19615031519078,30.1,210,0,0,0,0,0,0
5737,M20596,1,302.4,311.9,150.6917276171904,36.6,212,0,0,0,0,0,0
5738,L52917,0,302.3,311.8,164.82889455834447,42.8,215,0,0,0,0,0,0
5739,L52918,0,302.3,311.7,134.14600630828417,48.8,0,0,0,0,0,0,0
5740,M20599,1,302.2,311.7,173.10175521279757,31.4,2,0,0,0,0,0,0
5741,M20600,1,302.3,311.7,160.74482410867773,38.3,5,0,0,0,0,0,0
5742,M20601,1,302.3,311.7,155.29939684245542,40.5,8,0,0,0,0,0,0
5743,L52922,0,302.3,311.7,148.0737337391989,47.0,11,0,0,0,0,0,0
5744,M20603,1,302.2,311.6,144.40854231001083,42.9,13,0,0,0,0,0,0
5745,H35158,2,302.2,311.5,155.19467708733578,42.6,16,0,0,0,0,0,0
5746,L52925,0,302.1,311.5,208.07815342276396,20.1,21,0,0,0,0,0,0
5747,M20606,1,302.1,311.5,171.2167996206437,31.6,23,0,0,0,0,0,0
5748,L52927,0,302.1,311.5,160.5353845984384,39.4,26,0,0,0,0,0,0
5749,M20608,1,302.2,311.7,165.0383340685838,34.0,28,0,0,0,0,0,0
5750,H35163,2,302.2,311.8,139.2772743091475,62.4,31,0,0,0,0,0,0
5751,L52930,0,302.2,311.8,207.449834892046,21.8,36,0,0,0,0,0,0
5752,H35165,2,302.3,311.8,154.46163880149817,42.8,38,0,0,0,0,0,0
5753,H35166,2,302.3,311.8,188.91443823586624,25.0,43,0,0,0,0,0,0
5754,L52933,0,302.2,311.6,148.28317324943825,54.1,48,0,0,0,0,0,0
5755,L52934,0,302.1,311.5,180.85101709165244,27.7,50,0,0,0,0,0,0
5756,L52935,0,302.1,311.4,145.66517937144675,49.2,52,0,0,0,0,0,0
5757,M20616,1,302.0,311.5,143.04718549345526,52.3,54,0,0,0,0,0,0
5758,L52937,0,301.9,311.3,143.04718549345526,55.6,57,0,0,0,0,0,0
5759,L52938,0,301.9,311.3,157.1843524346093,40.8,59,0,0,0,0,0,0
5760,L52939,0,301.8,311.3,162.42034019059233,35.8,61,0,0,0,0,0,0
5761,M20620,1,301.9,311.3,159.38346729212216,35.6,63,0,0,0,0,0,0
5762,L52941,0,301.9,311.2,143.36134475881423,49.8,66,0,0,0,0,0,0
5763,L52942,0,301.8,311.2,139.69615332962613,52.3,68,0,0,0,0,0,0
5764,H35177,2,301.8,311.2,151.94836467862632,39.4,70,0,0,0,0,0,0
5765,L52944,0,301.7,311.2,166.3996908851394,37.9,75,0,0,0,0,0,0
5766,L52945,0,301.7,311.3,178.8613417443789,30.5,77,0,0,0,0,0,0
5767,M20626,1,301.7,311.2,147.96901398407925,42.6,79,0,0,0,0,0,0
5768,M20627,1,301.6,311.2,148.17845349431857,46.5,82,0,0,0,0,0,0
5769,L52948,0,301.7,311.3,148.80677202503654,45.9,85,0,0,0,0,0,0
5770,L52949,0,301.7,311.3,141.16222990130137,51.0,87,0,0,0,0,0,0
5771,L52950,0,301.6,311.2,147.44541520848094,42.9,89,0,0,0,0,0,0
5772,L52951,0,301.6,311.2,159.69762655748116,43.7,91,0,0,0,0,0,0
5773,L52952,0,301.6,311.3,178.65190223413956,29.9,93,0,0,0,0,0,0
5774,H35187,2,301.6,311.2,146.08405839192537,46.8,95,0,0,0,0,0,0
5775,L52954,0,301.5,311.1,167.76104770169496,34.3,100,0,0,0,0,0,0
5776,L52955,0,301.6,311.1,199.70057301319116,21.5,102,0,0,0,0,0,0
5777,L52956,0,301.6,311.1,138.7536755335492,49.2,104,0,0,0,0,0,0
5778,L52957,0,301.6,311.1,147.44541520848094,44.4,106,0,0,0,0,0,0
5779,M20638,1,301.7,311.1,155.92771537317338,41.4,108,0,0,0,0,0,0
5780,L52959,0,301.6,311.1,175.92918860102841,29.2,111,0,0,0,0,0,0
5781,L52960,0,301.7,311.2,158.85986851652387,42.4,113,0,0,0,0,0,0
5782,M20641,1,301.7,311.1,169.4365637836095,36.7,115,0,0,0,0,0,0
5783,L52962,0,301.7,311.1,152.36724369910496,39.8,118,0,0,0,0,0,0
5784,H35197,2,301.8,311.1,161.58258214963502,36.4,120,0,0,0,0,0,0
5785,M20644,1,301.8,311.1,146.50293741240404,41.8,125,0,0,0,0,0,0
5786,L52965,0,301.7,311.1,153.83332027078018,37.2,128,0,0,0,0,0,0
5787,L52966,0,301.7,311.2,159.2787475370025,36.7,130,0,0,0,0,0,0
5788,L52967,0,301.7,311.3,165.87609210954108,38.8,132,0,0,0,0,0,0
5789,L52968,0,301.8,311.5,151.11060663766906,43.3,134,0,0,0,0,0,0
5790,M20649,1,301.8,311.5,148.28317324943825,49.0,136,0,0,0,0,0,0
5791,M20650,1,301.7,311.2,163.67697725202822,34.5,139,0,0,0,0,0,0
5792,M20651,1,301.8,311.3,161.47786239451537,40.1,142,0,0,0,0,0,0
5793,M20652,1,301.8,311.3,170.06488231432746,31.6,145,0,0,0,0,0,0
5794,L52973,0,301.8,311.3,154.04275978101953,44.2,148,0,0,0,0,0,0
5795,M20654,1,301.9,311.5,156.24187463853238,40.8,150,0,0,0,0,0,0
5796,M20655,1,301.9,311.4,153.41444125030156,39.9,153,0,0,0,0,0,0
5797,L52976,0,301.7,311.1,146.50293741240404,55.1,156,0,0,0,0,0,0
5798,L52977,0,301.6,311.0,149.8539695762331,42.6,158,0,0,0,0,0,0
5799,L52978,0,301.5,310.9,167.55160819145564,39.0,160,0,0,0,0,0,0
5800,L52979,0,301.5,310.8,166.818569905618,34.5,162,0,0,0,0,0,0
5801,L52980,0,301.5,310.9,153.83332027078018,44.7,164,0,0,0,0,0,0
5802,L52981,0,301.5,310.8,147.96901398407925,44.6,166,0,0,0,0,0,0
5803,L52982,0,301.4,310.8,156.03243512829306,38.0,168,0,0,0,0,0,0
5804,L52983,0,301.5,310.9,174.98671080495149,31.1,170,0,0,0,0,0,0
5805,L52984,0,301.5,310.9,142.94246573833559,46.5,172,0,0,0,0,0,0
5806,M20665,1,301.4,310.9,163.04865872131026,39.3,174,0,0,0,0,0,0
5807,L52986,0,301.4,310.9,150.79644737231007,45.4,177,0,0,0,0,0,0
5808,M20667,1,301.4,310.9,155.92771537317338,38.9,179,0,0,0,0,0,0
5809,L52988,0,301.4,311.0,181.47933562237037,25.7,182,0,0,0,0,0,0
5810,H35223,2,301.3,311.0,165.45721308906244,36.6,184,0,0,0,0,0,0
5811,L52990,0,301.3,311.0,194.35986550208855,21.9,189,0,0,0,0,0,0
5812,L52991,0,301.3,311.1,152.26252394398531,40.3,191,0,0,0,0,0,0
5813,L52992,0,301.4,311.1,156.55603390389135,36.3,193,0,0,0,0,0,0
5814,L52993,0,301.2,311.0,184.41148876572083,29.1,195,0,0,0,0,0,0
